"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 21 11:00:33 TRT 2024","Wed Feb 21 11:01:01 TRT 2024","28577","","Booking Engine functionality tests","","BookingEngine","","Make a successful reservation","Location - features/suites/BookingEngine.feature:5"
